BRF,HN,behavior,device,channel,generated,reason
BRF-16018,HN005,Implementar tarjeta en Plan Selector,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN005,Implementar tarjeta en Plan Selector,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN006,Implementar Superdestacado en Landing Comercial,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN007,Integrar imágenes secundarias en Landing Comercial,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN008,Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN008,Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN008,Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN008,Implementar imagen de contenido en la pantalla Checkout del add on Crunchyroll,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN009,Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN009,Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN009,Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN009,Implementar imagen de contenido en la pantalla Ticket del add on Crunchyroll,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN010,Implementar imagen en Carrusel Premium,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN011,Habilitar sub nodo en el nodo Canales,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN012,Implementar imagen en nodo en nodo Canales/ Premium,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN013,Habilitar la pantalla home del add on Crunchyroll,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN014,Habilitar brand header,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN015,Incluir contenido Superdestacado,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN016,Habilitar botonera de categorías en la home del add on,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN017,Implementar imágenes de nivel,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN018,Implementar chapitas,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN019,Matriz de comunicación,—,Email,True,Canal Email; 1 TC de canal sin dispositivo OTT/IPTV.
BRF-16018,HN020,Implementar el logotipo en el correo de bienvenida a Claro video,—,Email,True,Canal Email; 1 TC de canal sin dispositivo OTT/IPTV.
BRF-16018,HN021,Compartir insumos de diseño del add on Crunchyroll,—,—,False,OUT_OF_SCOPE; 0 TCs.
BRF-16018,HN023,Habilitar medios de pago,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN023,Habilitar medios de pago,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN024,Habilitar carruseles de contenido,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-16018,HN025,No liberar a producción el add on Crunchyroll,—,—,False,QC_REVIEW / origen no ejecutable; 0 TCs automáticos.
BRF-16018,HN026,Liberar a produccion el add on Crunchyroll,—,—,False,QC_REVIEW / origen no ejecutable; 0 TCs automáticos.
BRF-17442,HN001,Iniciar el flujo de contratación,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN001,Iniciar el flujo de contratación,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN002,Implementar logos del add on Sony One,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN003,Implementar tarjeta en Plan Selector,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN004,Implementar Superdestacado en Landing Comercial,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
