ID,BRF,Name,Device,Test Data,Steps,Expected
QC-062,BRF-17928,Realizar baja del canal METV · Guatemala · Fire TV,Fire TV,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-063,BRF-17928,Realizar baja del canal METV · Guatemala · Consolas,Consolas,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-064,BRF-17928,Realizar baja del canal METV · Guatemala · Android,Android,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-065,BRF-17928,Realizar baja del canal METV · Guatemala · Windows/XBOX,Windows/XBOX,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-066,BRF-17928,Realizar baja del canal METV · Guatemala · tvOS,tvOS,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-067,BRF-17928,Realizar baja del canal METV · Guatemala · iOS,iOS,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-068,BRF-17928,Realizar baja del canal METV · Guatemala · Roku,Roku,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-069,BRF-17928,Realizar baja del canal METV · Guatemala · AAF,AAF,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-070,BRF-17928,Realizar baja del canal METV · Guatemala · WEB,WEB,"País: Guatemala
Canal: METV
Frecuencia: 322
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-071,BRF-17928,Realizar baja del canal METV · Honduras · Android TV STV,Android TV STV,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-072,BRF-17928,Realizar baja del canal METV · Honduras · Fire TV,Fire TV,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-073,BRF-17928,Realizar baja del canal METV · Honduras · Consolas,Consolas,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-074,BRF-17928,Realizar baja del canal METV · Honduras · Android,Android,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-075,BRF-17928,Realizar baja del canal METV · Honduras · Windows/XBOX,Windows/XBOX,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-076,BRF-17928,Realizar baja del canal METV · Honduras · tvOS,tvOS,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-077,BRF-17928,Realizar baja del canal METV · Honduras · iOS,iOS,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-078,BRF-17928,Realizar baja del canal METV · Honduras · Roku,Roku,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-079,BRF-17928,Realizar baja del canal METV · Honduras · AAF,AAF,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-080,BRF-17928,Realizar baja del canal METV · Honduras · WEB,WEB,"País: Honduras
Canal: METV
Frecuencia: 322
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-081,BRF-17928,Realizar baja del canal METV · Nicaragua · Android TV STV,Android TV STV,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-082,BRF-17928,Realizar baja del canal METV · Nicaragua · Fire TV,Fire TV,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-083,BRF-17928,Realizar baja del canal METV · Nicaragua · Consolas,Consolas,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-084,BRF-17928,Realizar baja del canal METV · Nicaragua · Android,Android,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-085,BRF-17928,Realizar baja del canal METV · Nicaragua · Windows/XBOX,Windows/XBOX,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-086,BRF-17928,Realizar baja del canal METV · Nicaragua · tvOS,tvOS,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-087,BRF-17928,Realizar baja del canal METV · Nicaragua · iOS,iOS,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-088,BRF-17928,Realizar baja del canal METV · Nicaragua · Roku,Roku,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-089,BRF-17928,Realizar baja del canal METV · Nicaragua · AAF,AAF,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-090,BRF-17928,Realizar baja del canal METV · Nicaragua · WEB,WEB,"País: Nicaragua
Canal: METV
Frecuencia: 322
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-091,BRF-17928,Realizar baja del canal METV · Costa Rica · Android TV STV,Android TV STV,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-092,BRF-17928,Realizar baja del canal METV · Costa Rica · Fire TV,Fire TV,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-093,BRF-17928,Realizar baja del canal METV · Costa Rica · Consolas,Consolas,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-094,BRF-17928,Realizar baja del canal METV · Costa Rica · Android,Android,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-095,BRF-17928,Realizar baja del canal METV · Costa Rica · Windows/XBOX,Windows/XBOX,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-096,BRF-17928,Realizar baja del canal METV · Costa Rica · tvOS,tvOS,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-097,BRF-17928,Realizar baja del canal METV · Costa Rica · iOS,iOS,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-098,BRF-17928,Realizar baja del canal METV · Costa Rica · Roku,Roku,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-099,BRF-17928,Realizar baja del canal METV · Costa Rica · AAF,AAF,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
QC-100,BRF-17928,Realizar baja del canal METV · Costa Rica · WEB,WEB,"País: Costa Rica
Canal: METV
Frecuencia: 322
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""METV"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 322.","1. METV (322) no se muestra en la grilla de programación.
2. METV (322) no se muestra en el mosaico de canales.
3. METV no aparece como resultado de búsqueda.
4. METV (322) no se muestra en el carrusel de canales de TV en vivo.
5. METV (322) no se muestra en ningún carrusel de categoría.
6. La frecuencia 322 correspondiente a METV no está presente en Claro video."
